Arbitrage Opportunity: Chain = [('ETHTRY', 'sell'), ('ARBTRY', 'buy'), ('ARBETH', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('VANRYUSDT', 'sell'), ('BTCUSDT', 'buy'), ('VANRYBTC', 'buy')], Profit Ratio = 1.0081
Arbitrage Opportunity: Chain = [('VANRYUSDT', 'sell'), ('USDTTRY', 'sell'), ('VANRYTRY', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('VANRYUSDT', 'sell'), ('USDCUSDT', 'buy'), ('VANRYUSDC', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('VANRYTRY', 'sell'), ('BTCTRY', 'buy'), ('VANRYBTC', 'buy')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('1000SATSTRY', 'sell'), ('FDUSDTRY', 'buy'), ('1000SATSFDUSD', 'buy')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('1000SATSUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('1000SATSFDUSD', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('BONKUSDT', 'sell'), ('USDTBRL', 'sell'), ('BONKBRL', 'buy')], Profit Ratio = 1.0217
Arbitrage Opportunity: Chain = [('BONKUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('BONKFDUSD', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BONKTRY', 'sell'), ('FDUSDTRY', 'buy'), ('BONKFDUSD', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('ACEUSDT', 'sell'), ('USDTTRY', 'sell'), ('ACETRY', 'buy')], Profit Ratio = 1.0104
Arbitrage Opportunity: Chain = [('NFPBTC', 'sell'), ('BTCUSDT', 'sell'), ('NFPUSDT', 'buy')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('NFPTRY', 'sell'), ('FDUSDTRY', 'buy'), ('NFPFDUSD', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('NFPTRY', 'sell'), ('USDTTRY', 'buy'), ('NFPUSDT', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('NFPTRY', 'sell'), ('BTCTRY', 'buy'), ('NFPBTC', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('AIBTC', 'sell'), ('BNBBTC', 'buy'), ('AIBNB', 'buy')], Profit Ratio = 1.0069
Arbitrage Opportunity: Chain = [('AIUSDT', 'sell'), ('BTCUSDT', 'buy'), ('AIBTC', 'buy')], Profit Ratio = 1.0086
Arbitrage Opportunity: Chain = [('AIUSDT', 'sell'), ('BNBUSDT', 'buy'), ('AIBNB', 'buy')], Profit Ratio = 1.0158
Arbitrage Opportunity: Chain = [('AITRY', 'sell'), ('BTCTRY', 'buy'), ('AIBTC', 'buy')], Profit Ratio = 1.0102
Arbitrage Opportunity: Chain = [('AITRY', 'sell'), ('BNBTRY', 'buy'), ('AIBNB', 'buy')], Profit Ratio = 1.0172
Arbitrage Opportunity: Chain = [('AIFDUSD', 'sell'), ('BTCFDUSD', 'buy'), ('AIBTC', 'buy')], Profit Ratio = 1.0093
Arbitrage Opportunity: Chain = [('AIFDUSD', 'sell'), ('BNBFDUSD', 'buy'), ('AIBNB', 'buy')], Profit Ratio = 1.0165
Arbitrage Opportunity: Chain = [('XAIUSDT', 'sell'), ('USDTTRY', 'sell'), ('XAITRY', 'buy')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('XAIUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('XAIFDUSD', 'buy')], Profit Ratio = 1.0127
Arbitrage Opportunity: Chain = [('XAITRY', 'sell'), ('FDUSDTRY', 'buy'), ('XAIFDUSD', 'buy')], Profit Ratio = 1.0085
Arbitrage Opportunity: Chain = [('MANTATRY', 'sell'), ('BTCTRY', 'buy'), ('MANTABTC', 'buy')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('MANTAFDUSD', 'sell'), ('FDUSDUSDT', 'sell'), ('MANTAUSDT', 'buy')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('MANTAFDUSD', 'sell'), ('BTCFDUSD', 'buy'), ('MANTABTC', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('MANTAFDUSD', 'sell'), ('FDUSDUSDC', 'sell'), ('MANTAUSDC', 'buy')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('ALTBTC', 'sell'), ('BTCUSDT', 'sell'), ('ALTUSDT', 'buy')], Profit Ratio = 1.0053
Arbitrage Opportunity: Chain = [('ALTBTC', 'sell'), ('BTCTRY', 'sell'), ('ALTTRY', 'buy')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('ALTBTC', 'sell'), ('BTCFDUSD', 'sell'), ('ALTFDUSD', 'buy')], Profit Ratio = 1.0143
Arbitrage Opportunity: Chain = [('ALTBTC', 'sell'), ('BTCUSDC', 'sell'), ('ALTUSDC', 'buy')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('ALTBTC', 'sell'), ('BNBBTC', 'buy'), ('ALTBNB', 'buy')], Profit Ratio = 1.0048
Arbitrage Opportunity: Chain = [('ALTUSDC', 'sell'), ('FDUSDUSDC', 'buy'), ('ALTFDUSD', 'buy')], Profit Ratio = 1.0095
Arbitrage Opportunity: Chain = [('ALTUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('ALTFDUSD', 'buy')], Profit Ratio = 1.0089
Arbitrage Opportunity: Chain = [('ALTBNB', 'sell'), ('BNBFDUSD', 'sell'), ('ALTFDUSD', 'buy')], Profit Ratio = 1.0092
Arbitrage Opportunity: Chain = [('ALTTRY', 'sell'), ('FDUSDTRY', 'buy'), ('ALTFDUSD', 'buy')], Profit Ratio = 1.0097
Arbitrage Opportunity: Chain = [('PYTHBTC', 'sell'), ('BTCTRY', 'sell'), ('PYTHTRY', 'buy')], Profit Ratio = 1.0101
Arbitrage Opportunity: Chain = [('PYTHBTC', 'sell'), ('BTCFDUSD', 'sell'), ('PYTHFDUSD', 'buy')], Profit Ratio = 1.0139
Arbitrage Opportunity: Chain = [('PYTHUSDC', 'sell'), ('USDCTRY', 'sell'), ('PYTHTRY', 'buy')], Profit Ratio = 1.0111
Arbitrage Opportunity: Chain = [('PYTHUSDC', 'sell'), ('FDUSDUSDC', 'buy'), ('PYTHFDUSD', 'buy')], Profit Ratio = 1.0146
Arbitrage Opportunity: Chain = [('PYTHUSDT', 'sell'), ('BTCUSDT', 'buy'), ('PYTHBTC', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('PYTHUSDT', 'sell'), ('USDTTRY', 'sell'), ('PYTHTRY', 'buy')], Profit Ratio = 1.0125
Arbitrage Opportunity: Chain = [('PYTHUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('PYTHFDUSD', 'buy')], Profit Ratio = 1.0160
Arbitrage Opportunity: Chain = [('PYTHTRY', 'sell'), ('FDUSDTRY', 'buy'), ('PYTHFDUSD', 'buy')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('STRKBTC', 'sell'), ('BTCTRY', 'sell'), ('STRKTRY', 'buy')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('STRKBTC', 'sell'), ('BTCFDUSD', 'sell'), ('STRKFDUSD', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('STRKBTC', 'sell'), ('BTCUSDC', 'sell'), ('STRKUSDC', 'buy')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('STRKUSDT', 'sell'), ('USDTTRY', 'sell'), ('STRKTRY', 'buy')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('STRKUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('STRKFDUSD', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('STRKUSDT', 'sell'), ('USDCUSDT', 'buy'), ('STRKUSDC', 'buy')], Profit Ratio = 1.0055
Arbitrage Opportunity: Chain = [('STRKFDUSD', 'sell'), ('FDUSDTRY', 'sell'), ('STRKTRY', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('STRKFDUSD', 'sell'), ('FDUSDUSDC', 'sell'), ('STRKUSDC', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('PORTALBNB', 'sell'), ('BNBTRY', 'sell'), ('PORTALTRY', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('PORTALBNB', 'sell'), ('BNBFDUSD', 'sell'), ('PORTALFDUSD', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('WIFBTC', 'sell'), ('BTCEUR', 'sell'), ('WIFEUR', 'buy')], Profit Ratio = 1.0110
Arbitrage Opportunity: Chain = [('WIFBTC', 'sell'), ('BTCBRL', 'sell'), ('WIFBRL', 'buy')], Profit Ratio = 1.0090
Arbitrage Opportunity: Chain = [('WIFUSDC', 'sell'), ('EURUSDC', 'buy'), ('WIFEUR', 'buy')], Profit Ratio = 1.0100
Arbitrage Opportunity: Chain = [('WIFUSDT', 'sell'), ('EURUSDT', 'buy'), ('WIFEUR', 'buy')], Profit Ratio = 1.0125
Arbitrage Opportunity: Chain = [('WIFUSDT', 'sell'), ('USDTBRL', 'sell'), ('WIFBRL', 'buy')], Profit Ratio = 1.0107
Arbitrage Opportunity: Chain = [('WIFUSDT', 'sell'), ('USDCUSDT', 'buy'), ('WIFUSDC', 'buy')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('METISUSDT', 'sell'), ('USDTTRY', 'sell'), ('METISTRY', 'buy')], Profit Ratio = 1.0129
Arbitrage Opportunity: Chain = [('APTJPY', 'buy'), ('APTBTC', 'sell'), ('BTCJPY', 'sell')], Profit Ratio = 1.0078
Arbitrage Opportunity: Chain = [('APTJPY', 'buy'), ('APTETH', 'sell'), ('ETHJPY', 'sell')], Profit Ratio = 1.0064
Arbitrage Opportunity: Chain = [('SHIBJPY', 'buy'), ('SHIBDOGE', 'sell'), ('DOGEJPY', 'sell')], Profit Ratio = 1.0069
Arbitrage Opportunity: Chain = [('NEARJPY', 'buy'), ('NEARBTC', 'sell'), ('BTCJPY', 'sell')], Profit Ratio = 1.0196
Arbitrage Opportunity: Chain = [('NEARJPY', 'buy'), ('NEARETH', 'sell'), ('ETHJPY', 'sell')], Profit Ratio = 1.0184
Arbitrage Opportunity: Chain = [('NEARJPY', 'buy'), ('NEARBNB', 'sell'), ('BNBJPY', 'sell')], Profit Ratio = 1.0161
Arbitrage Opportunity: Chain = [('ADAJPY', 'buy'), ('ADABTC', 'sell'), ('BTCJPY', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('LINKJPY', 'buy'), ('LINKBTC', 'sell'), ('BTCJPY', 'sell')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('LINKJPY', 'buy'), ('LINKETH', 'sell'), ('ETHJPY', 'sell')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('LINKJPY', 'buy'), ('LINKBNB', 'sell'), ('BNBJPY', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('POLJPY', 'buy'), ('POLBTC', 'sell'), ('BTCJPY', 'sell')], Profit Ratio = 1.0087
Arbitrage Opportunity: Chain = [('POLJPY', 'buy'), ('POLETH', 'sell'), ('ETHJPY', 'sell')], Profit Ratio = 1.0098
Arbitrage Opportunity: Chain = [('POLJPY', 'buy'), ('POLBNB', 'sell'), ('BNBJPY', 'sell')], Profit Ratio = 1.0063
Arbitrage Opportunity: Chain = [('IOTXJPY', 'buy'), ('IOTXBTC', 'sell'), ('BTCJPY', 'sell')], Profit Ratio = 1.0261
Arbitrage Opportunity: Chain = [('IOTXJPY', 'buy'), ('IOTXETH', 'sell'), ('ETHJPY', 'sell')], Profit Ratio = 1.0102
Arbitrage Opportunity: Chain = [('SEIJPY', 'buy'), ('SEIBTC', 'sell'), ('BTCJPY', 'sell')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('SEIJPY', 'buy'), ('SEIBNB', 'sell'), ('BNBJPY', 'sell')], Profit Ratio = 1.0038
Arbitrage Opportunity: Chain = [('AEVOUSDT', 'sell'), ('BTCUSDT', 'buy'), ('AEVOBTC', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('AEVOTRY', 'sell'), ('BTCTRY', 'buy'), ('AEVOBTC', 'buy')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('AEVOFDUSD', 'sell'), ('BTCFDUSD', 'buy'), ('AEVOBTC', 'buy')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('BOMEUSDC', 'sell'), ('FDUSDUSDC', 'buy'), ('BOMEFDUSD', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BOMEUSDC', 'sell'), ('EURUSDC', 'buy'), ('BOMEEUR', 'buy')], Profit Ratio = 1.0109
Arbitrage Opportunity: Chain = [('BOMEUSDT', 'sell'), ('USDTTRY', 'sell'), ('BOMETRY', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BOMEUSDT', 'sell'), ('EURUSDT', 'buy'), ('BOMEEUR', 'buy')], Profit Ratio = 1.0118
Arbitrage Opportunity: Chain = [('BOMEUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('BOMEFDUSD', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('ETHFIBTC', 'sell'), ('BTCUSDT', 'sell'), ('ETHFIUSDT', 'buy')], Profit Ratio = 1.2209
Arbitrage Opportunity: Chain = [('ETHFIBTC', 'sell'), ('BTCTRY', 'sell'), ('ETHFITRY', 'buy')], Profit Ratio = 1.2210
Arbitrage Opportunity: Chain = [('ETHFIBTC', 'sell'), ('BTCFDUSD', 'sell'), ('ETHFIFDUSD', 'buy')], Profit Ratio = 1.2188
Arbitrage Opportunity: Chain = [('ETHFIBTC', 'sell'), ('BTCUSDC', 'sell'), ('ETHFIUSDC', 'buy')], Profit Ratio = 1.2208
Arbitrage Opportunity: Chain = [('ETHFIFDUSD', 'sell'), ('FDUSDTRY', 'sell'), ('ETHFITRY', 'buy')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('ENABRL', 'sell'), ('BTCBRL', 'buy'), ('ENABTC', 'buy')], Profit Ratio = 1.0078
Arbitrage Opportunity: Chain = [('ENABRL', 'sell'), ('BNBBRL', 'buy'), ('ENABNB', 'buy')], Profit Ratio = 1.0088
Arbitrage Opportunity: Chain = [('ENAUSDC', 'sell'), ('BTCUSDC', 'buy'), ('ENABTC', 'buy')], Profit Ratio = 1.0074
Arbitrage Opportunity: Chain = [('ENAUSDT', 'sell'), ('BTCUSDT', 'buy'), ('ENABTC', 'buy')], Profit Ratio = 1.0077
Arbitrage Opportunity: Chain = [('ENAUSDT', 'sell'), ('BNBUSDT', 'buy'), ('ENABNB', 'buy')], Profit Ratio = 1.0086
Arbitrage Opportunity: Chain = [('ENATRY', 'sell'), ('BTCTRY', 'buy'), ('ENABTC', 'buy')], Profit Ratio = 1.0073
Arbitrage Opportunity: Chain = [('ENATRY', 'sell'), ('BNBTRY', 'buy'), ('ENABNB', 'buy')], Profit Ratio = 1.0080
Arbitrage Opportunity: Chain = [('ENAFDUSD', 'sell'), ('BTCFDUSD', 'buy'), ('ENABTC', 'buy')], Profit Ratio = 1.0085
Arbitrage Opportunity: Chain = [('ENAFDUSD', 'sell'), ('BNBFDUSD', 'buy'), ('ENABNB', 'buy')], Profit Ratio = 1.0095
Arbitrage Opportunity: Chain = [('WUSDC', 'sell'), ('FDUSDUSDC', 'buy'), ('WFDUSD', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('WUSDC', 'sell'), ('BTCUSDC', 'buy'), ('WBTC', 'buy')], Profit Ratio = 1.0064
Arbitrage Opportunity: Chain = [('WUSDT', 'sell'), ('BTCUSDT', 'buy'), ('WBTC', 'buy')], Profit Ratio = 1.0064
Arbitrage Opportunity: Chain = [('WUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('WFDUSD', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('WTRY', 'sell'), ('FDUSDTRY', 'buy'), ('WFDUSD', 'buy')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('WTRY', 'sell'), ('BTCTRY', 'buy'), ('WBTC', 'buy')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('WFDUSD', 'sell'), ('BTCFDUSD', 'buy'), ('WBTC', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('SAGABTC', 'sell'), ('BTCFDUSD', 'sell'), ('SAGAFDUSD', 'buy')], Profit Ratio = 1.0072
Arbitrage Opportunity: Chain = [('SAGAUSDC', 'sell'), ('FDUSDUSDC', 'buy'), ('SAGAFDUSD', 'buy')], Profit Ratio = 1.0090
Arbitrage Opportunity: Chain = [('SAGAUSDT', 'sell'), ('BTCUSDT', 'buy'), ('SAGABTC', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('SAGAUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('SAGAFDUSD', 'buy')], Profit Ratio = 1.0093
Arbitrage Opportunity: Chain = [('SAGABNB', 'sell'), ('BNBBTC', 'sell'), ('SAGABTC', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('SAGABNB', 'sell'), ('BNBFDUSD', 'sell'), ('SAGAFDUSD', 'buy')], Profit Ratio = 1.0098
Arbitrage Opportunity: Chain = [('SAGATRY', 'sell'), ('FDUSDTRY', 'buy'), ('SAGAFDUSD', 'buy')], Profit Ratio = 1.0083
Arbitrage Opportunity: Chain = [('BTCMXN', 'buy'), ('BTCUSDT', 'sell'), ('USDTMXN', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('XRPMXN', 'buy'), ('XRPUSDT', 'sell'), ('USDTMXN', 'sell')], Profit Ratio = 1.0130
Arbitrage Opportunity: Chain = [('XRPMXN', 'buy'), ('XRPBTC', 'sell'), ('BTCMXN', 'sell')], Profit Ratio = 1.0095
Arbitrage Opportunity: Chain = [('XRPMXN', 'buy'), ('XRPETH', 'sell'), ('ETHMXN', 'sell')], Profit Ratio = 1.0112
Arbitrage Opportunity: Chain = [('SOLMXN', 'buy'), ('SOLUSDT', 'sell'), ('USDTMXN', 'sell')], Profit Ratio = 1.0092
Arbitrage Opportunity: Chain = [('SOLMXN', 'buy'), ('SOLBTC', 'sell'), ('BTCMXN', 'sell')], Profit Ratio = 1.0056
Arbitrage Opportunity: Chain = [('SOLMXN', 'buy'), ('SOLETH', 'sell'), ('ETHMXN', 'sell')], Profit Ratio = 1.0072
Arbitrage Opportunity: Chain = [('USDTCZK', 'buy'), ('USDCUSDT', 'buy'), ('USDCCZK', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('TAOUSDC', 'sell'), ('USDCTRY', 'sell'), ('TAOTRY', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('TAOUSDT', 'sell'), ('USDTTRY', 'sell'), ('TAOTRY', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('OMNIUSDT', 'sell'), ('BTCUSDT', 'buy'), ('OMNIBTC', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('OMNIUSDT', 'sell'), ('USDTTRY', 'sell'), ('OMNITRY', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('OMNIUSDT', 'sell'), ('USDCUSDT', 'buy'), ('OMNIUSDC', 'buy')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('OMNIFDUSD', 'sell'), ('FDUSDTRY', 'sell'), ('OMNITRY', 'buy')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('OMNIFDUSD', 'sell'), ('FDUSDUSDT', 'sell'), ('OMNIUSDT', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('OMNIFDUSD', 'sell'), ('BTCFDUSD', 'buy'), ('OMNIBTC', 'buy')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('OMNIFDUSD', 'sell'), ('FDUSDUSDC', 'sell'), ('OMNIUSDC', 'buy')], Profit Ratio = 1.0063
Arbitrage Opportunity: Chain = [('BBBTC', 'sell'), ('BTCFDUSD', 'sell'), ('BBFDUSD', 'buy')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('BBUSDC', 'sell'), ('FDUSDUSDC', 'buy'), ('BBFDUSD', 'buy')], Profit Ratio = 1.0052
Arbitrage Opportunity: Chain = [('BBUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('BBFDUSD', 'buy')], Profit Ratio = 1.0052
Arbitrage Opportunity: Chain = [('BBUSDT', 'sell'), ('BNBUSDT', 'buy'), ('BBBNB', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('BBBNB', 'sell'), ('BNBFDUSD', 'sell'), ('BBFDUSD', 'buy')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('BBTRY', 'sell'), ('FDUSDTRY', 'buy'), ('BBFDUSD', 'buy')], Profit Ratio = 1.0053
Arbitrage Opportunity: Chain = [('BBTRY', 'sell'), ('BNBTRY', 'buy'), ('BBBNB', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('NOTUSDT', 'sell'), ('USDCUSDT', 'buy'), ('NOTUSDC', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('NOTTRY', 'sell'), ('USDCTRY', 'buy'), ('NOTUSDC', 'buy')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('NOTFDUSD', 'sell'), ('FDUSDUSDC', 'sell'), ('NOTUSDC', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('IOUSDC', 'sell'), ('FDUSDUSDC', 'buy'), ('IOFDUSD', 'buy')], Profit Ratio = 1.0047
Arbitrage Opportunity: Chain = [('IOUSDC', 'sell'), ('BTCUSDC', 'buy'), ('IOBTC', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('IOUSDT', 'sell'), ('BTCUSDT', 'buy'), ('IOBTC', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('IOUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('IOFDUSD', 'buy')], Profit Ratio = 1.0047
Arbitrage Opportunity: Chain = [('IOUSDT', 'sell'), ('BNBUSDT', 'buy'), ('IOBNB', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('IOTRY', 'sell'), ('FDUSDTRY', 'buy'), ('IOFDUSD', 'buy')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('IOTRY', 'sell'), ('BTCTRY', 'buy'), ('IOBTC', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('IOTRY', 'sell'), ('BNBTRY', 'buy'), ('IOBNB', 'buy')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('ZKUSDC', 'sell'), ('BTCUSDC', 'buy'), ('ZKBTC', 'buy')], Profit Ratio = 1.0048
Arbitrage Opportunity: Chain = [('ZKUSDT', 'sell'), ('BTCUSDT', 'buy'), ('ZKBTC', 'buy')], Profit Ratio = 1.0063
Arbitrage Opportunity: Chain = [('ZKUSDT', 'sell'), ('USDTTRY', 'sell'), ('ZKTRY', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('ZKTRY', 'sell'), ('BTCTRY', 'buy'), ('ZKBTC', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('ZKFDUSD', 'sell'), ('FDUSDTRY', 'sell'), ('ZKTRY', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('ZKFDUSD', 'sell'), ('BTCFDUSD', 'buy'), ('ZKBTC', 'buy')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('LISTAUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('LISTAFDUSD', 'buy')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('LISTAUSDT', 'sell'), ('BNBUSDT', 'buy'), ('LISTABNB', 'buy')], Profit Ratio = 1.0081
Arbitrage Opportunity: Chain = [('LISTATRY', 'sell'), ('FDUSDTRY', 'buy'), ('LISTAFDUSD', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('LISTATRY', 'sell'), ('BNBTRY', 'buy'), ('LISTABNB', 'buy')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('LISTAFDUSD', 'sell'), ('BNBFDUSD', 'buy'), ('LISTABNB', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('ZROBTC', 'sell'), ('BTCUSDT', 'sell'), ('ZROUSDT', 'buy')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('ZROBTC', 'sell'), ('BTCUSDC', 'sell'), ('ZROUSDC', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('ZROTRY', 'sell'), ('USDCTRY', 'buy'), ('ZROUSDC', 'buy')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('BANANABTC', 'sell'), ('BTCTRY', 'sell'), ('BANANATRY', 'buy')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('BANANABTC', 'sell'), ('BTCFDUSD', 'sell'), ('BANANAFDUSD', 'buy')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('BANANABTC', 'sell'), ('BNBBTC', 'buy'), ('BANANABNB', 'buy')], Profit Ratio = 1.0084
Arbitrage Opportunity: Chain = [('BANANAUSDT', 'sell'), ('USDTTRY', 'sell'), ('BANANATRY', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BANANAUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('BANANAFDUSD', 'buy')], Profit Ratio = 1.0071
Arbitrage Opportunity: Chain = [('BANANAUSDT', 'sell'), ('BNBUSDT', 'buy'), ('BANANABNB', 'buy')], Profit Ratio = 1.0094
Arbitrage Opportunity: Chain = [('BANANATRY', 'sell'), ('FDUSDTRY', 'buy'), ('BANANAFDUSD', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('BANANATRY', 'sell'), ('BNBTRY', 'buy'), ('BANANABNB', 'buy')], Profit Ratio = 1.0058
Arbitrage Opportunity: Chain = [('BANANAFDUSD', 'sell'), ('BNBFDUSD', 'buy'), ('BANANABNB', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('RENDERBTC', 'sell'), ('BTCTRY', 'sell'), ('RENDERTRY', 'buy')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('RENDERBTC', 'sell'), ('BTCEUR', 'sell'), ('RENDEREUR', 'buy')], Profit Ratio = 1.0061
Arbitrage Opportunity: Chain = [('RENDERBTC', 'sell'), ('BTCBRL', 'sell'), ('RENDERBRL', 'buy')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('RENDERUSDC', 'sell'), ('USDCTRY', 'sell'), ('RENDERTRY', 'buy')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('RENDERUSDC', 'sell'), ('EURUSDC', 'buy'), ('RENDEREUR', 'buy')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('RENDERUSDT', 'sell'), ('USDTTRY', 'sell'), ('RENDERTRY', 'buy')], Profit Ratio = 1.0059
